koryshebekh	korysh|ebekh		ihr_(I)	|TOP
koryshata	korysh|ata		ihr_(I)	|SUPTR
koryshatyn	korysh|atyn		ihr_(I)	|SUP
koryhkwesh	koryh|kwesh		ihr_(I)	|SUBEL
koryshera	korysh|era		ihr_(I)	|TRA
kulkur	kul|kur		er_(I)/sie_(I)/es_(I)	|SUBDI
kulgul	kul|gul		er_(I)/sie_(I)/es_(I)	|TER
kowl	kowl	/	er_(I)/sie_(I)/es_(I)	/&ABS
kulkyn	kul|kyn		er_(I)/sie_(I)/es_(I)	|SUB
kulkwesh	kul|kwesh		er_(I)/sie_(I)/es_(I)	|SUBEL
kulesh	kul|esh	/	er_(I)/sie_(I)/es_(I)	|ABL/|ELA
kulboj	kul|boj		er_(I)/sie_(I)/es_(I)	|ABE
kojl	ko<j>l		er_(I)/sie_(I)/es_(I)	<>ERG
kulera	kul|era		er_(I)/sie_(I)/es_(I)	|TRA
kuldal	kul|dal		er_(I)/sie_(I)/es_(I)	|CAU
kulban	kul|ban		er_(I)/sie_(I)/es_(I)	|COM
kulata	kul|ata		er_(I)/sie_(I)/es_(I)	|SUPTR
kulderu	kul|deru		er_(I)/sie_(I)/es_(I)	|TMP
kuler	kul|er		er_(I)/sie_(I)/es_(I)	|INE
kulatyn	kul|atyn		er_(I)/sie_(I)/es_(I)	|SUP
kuly	kul|y		er_(I)/sie_(I)/es_(I)	|ADE
kulatesh	kul|atesh		er_(I)/sie_(I)/es_(I)	|SUPEL
kulor	kul|or		er_(I)/sie_(I)/es_(I)	|ILL
kuldje	kul|dje		er_(I)/sie_(I)/es_(I)	|INS
kulur	kul|ur		er_(I)/sie_(I)/es_(I)	|ALL
kulebekh	kul|ebekh		er_(I)/sie_(I)/es_(I)	|TOP
kule	kul|e		er_(I)/sie_(I)/es_(I)	|VOC
kulator	kul|ator		er_(I)/sie_(I)/es_(I)	|SUPDI
kulkwa	kul|kwa		er_(I)/sie_(I)/es_(I)	|SUBTR
kulwa	kul|wa		er_(I)/sie_(I)/es_(I)	|PRE
kyl	kyl		er_(I)/sie_(I)/es_(I)	&ERG
kokulwa	kokul|wa		sie_(PC.I)	|PRE
kokuldje	kokul|dje		sie_(PC.I)	|INS
kokyl	kokyl		sie_(PC.I)	&ERG
kokulebekh	kokul|ebekh		sie_(PC.I)	|TOP
kokulur	kokul|ur		sie_(PC.I)	|ALL
kokulboj	kokul|boj		sie_(PC.I)	|ABE
kokulesh	kokul|esh	/	sie_(PC.I)	|ELA/|ABL
kokulkwa	kokul|kwa		sie_(PC.I)	|SUBTR
kokulkur	kokul|kur		sie_(PC.I)	|SUBDI
kokuler	kokul|er		sie_(PC.I)	|INE
kokulderu	kokul|deru		sie_(PC.I)	|TMP
kokuly	kokul|y		sie_(PC.I)	|ADE
kokojl	koko<j>l		sie_(PC.I)	<>ERG
kokulatyn	kokul|atyn		sie_(PC.I)	|SUP
kokulkyn	kokul|kyn		sie_(PC.I)	|SUB
kokulor	kokul|or		sie_(PC.I)	|ILL
kokulgul	kokul|gul		sie_(PC.I)	|TER
kokulatesh	kokul|atesh		sie_(PC.I)	|SUPEL
kokulator	kokul|ator		sie_(PC.I)	|SUPDI
kokowl	kokowl	/	sie_(PC.I)	/&ABS
kokulkwesh	kokul|kwesh		sie_(PC.I)	|SUBEL
kokule	kokul|e		sie_(PC.I)	|VOC
kokulata	kokul|ata		sie_(PC.I)	|SUPTR
kokuldal	kokul|dal		sie_(PC.I)	|CAU
kokulban	kokul|ban		sie_(PC.I)	|COM
kokulera	kokul|era		sie_(PC.I)	|TRA
kushwa	kush|wa		sie_(PL.I)	|PRE
kushy	kush|y		sie_(PL.I)	|ADE
kuphoj	ku|phoj		sie_(PL.I)	|ABE
kushatyn	kush|atyn		sie_(PL.I)	|SUP
kushera	kush|era		sie_(PL.I)	|TRA
kuhkwesh	kuh|kwesh		sie_(PL.I)	|SUBEL
kushe	kush|e		sie_(PL.I)	|VOC
kushata	kush|ata		sie_(PL.I)	|SUPTR
kuhkyn	kuh|kyn		sie_(PL.I)	|SUB
kushator	kush|ator		sie_(PL.I)	|SUPDI
kuthal	ku|thal		sie_(PL.I)	|CAU
kushur	kush|ur		sie_(PL.I)	|ALL
kuphan	ku|phan		sie_(PL.I)	|COM
kuhkur	kuh|kur		sie_(PL.I)	|SUBDI
kukhul	ku|khul		sie_(PL.I)	|TER
kutheru	ku|theru		sie_(PL.I)	|TMP
kojsh	ko<j>sh		sie_(PL.I)	<>ERG
kuhkwa	kuh|kwa		sie_(PL.I)	|SUBTR
kushatesh	kush|atesh		sie_(PL.I)	|SUPEL
kushor	kush|or		sie_(PL.I)	|ILL
kuthje	ku|thje		sie_(PL.I)	|INS
kusher	kush|er		sie_(PL.I)	|INE
kowsh	kowsh	/	sie_(PL.I)	&ABS/
kysh	kysh		sie_(PL.I)	&ERG
kushebekh	kush|ebekh		sie_(PL.I)	|TOP
kushesh	kush|esh	/	sie_(PL.I)	|ABL/|ELA
lwa	lw|a		ich	|GEN
lo	lo	/	ich	/&ABS
loj	lo|j		ich	|ERG
lopy	lo|py		ich	|ADE
lopan	lo|pan		ich	|COM
lory	lo|ry		ich	|INE
lotal	lo|tal		ich	|CAU
lotesh	lo|tesh		ich	|SUPEL
ly	ly		ich	&ERG
lokwesh	lo|kwesh		ich	|SUBEL
lotje	lo|tje		ich	|INS
loteru	lo|teru		ich	|TMP
lokwa	lo|kwa		ich	|SUBTR
loe	lo|e		ich	|VOC
lotebekh	lo|tebekh		ich	|TOP
lota	lo|ta		ich	|SUPTR
lokyn	lo|kyn		ich	|SUB
lokul	lo|kul		ich	|TER
lopa	lo|pa		ich	|PRE
lora	lo|ra		ich	|TRA
lokur	lo|kur		ich	|SUBDI
lotyn	lo|tyn		ich	|SUP
lopesh	lo|pesh		ich	|ABL
loresh	lo|resh		ich	|ELA
lopoj	lo|poj		ich	|ABE
lopor	lo|por		ich	|ALL
loror	lo|ror		ich	|ILL
lotor	lo|tor		ich	|SUPDI
tashy	tash|y		wir	|ADE
tashor	tash|or		wir	|ILL
tashur	tash|ur		wir	|ALL
tajsh	ta<j>sh		wir	<>ERG
tahkyn	tah|kyn		wir	|SUB
tatheru	ta|theru		wir	|TMP
tashe	tash|e		wir	|VOC
tahkwa	tah|kwa		wir	|SUBTR
tashwa	tash|wa		wir	|PRE
tashata	tash|ata		wir	|SUPTR
taphoj	ta|phoj		wir	|ABE
tashatesh	tash|atesh		wir	|SUPEL
tashator	tash|ator		wir	|SUPDI
tahkur	tah|kur		wir	|SUBDI
tathal	ta|thal		wir	|CAU
tashera	tash|era		wir	|TRA
tesh	tesh		wir	&ERG
tashebekh	tash|ebekh		wir	|TOP
tash	tash	/	wir	&ABS/
taphan	ta|phan		wir	|COM
tashesh	tash|esh	/	wir	|ELA/|ABL
tashatyn	tash|atyn		wir	|SUP
tasher	tash|er		wir	|INE
tathje	ta|thje		wir	|INS
takhul	ta|khul		wir	|TER
tahkwesh	tah|kwesh		wir	|SUBEL
typoj	ty|poj		du	|ABE
tykur	ty|kur		du	|SUBDI
tyry	ty|ry		du	|INE
ty	ty		du	&ERG
tytyn	ty|tyn		du	|SUP
typor	ty|por		du	|ALL
tyresh	ty|resh		du	|ELA
tytesh	ty|tesh		du	|SUPEL
tyror	ty|ror		du	|ILL
tytebekh	ty|tebekh		du	|TOP
typa	ty|pa		du	|PRE
tej	tej	/	du	/&ABS
tye	ty|e		du	|VOC
tykwesh	ty|kwesh		du	|SUBEL
tykyn	ty|kyn		du	|SUB
tyteru	ty|teru		du	|TMP
tyra	ty|ra		du	|TRA
tykul	ty|kul		du	|TER
tyta	ty|ta		du	|SUPTR
tykwa	ty|kwa		du	|SUBTR
tytje	ty|tje		du	|INS
tja	tj|a		du	|GEN
ty	t|y		du	|ERG
typan	ty|pan		du	|COM
typesh	ty|pesh		du	|ABL
tytor	ty|tor		du	|SUPDI
typy	ty|py		du	|ADE
tytal	ty|tal		du	|CAU
buttal	but|tal		ihr	|CAU
bojt	bo<j>t		ihr	<>ERG
bowt	bowt	/	ihr	/&ABS
butpan	but|pan		ihr	|COM
butwa	but|wa		ihr	|PRE
butebekh	but|ebekh		ihr	|TOP
buttje	but|tje		ihr	|INS
butesh	but|esh	/	ihr	|ABL/|ELA
butur	but|ur		ihr	|ALL
butkwa	but|kwa		ihr	|SUBTR
butor	but|or		ihr	|ILL
butkul	but|kul		ihr	|TER
butkyn	but|kyn		ihr	|SUB
buty	but|y		ihr	|ADE
butteru	but|teru		ihr	|TMP
buter	but|er		ihr	|INE
butkur	but|kur		ihr	|SUBDI
butator	but|ator		ihr	|SUPDI
butkwesh	but|kwesh		ihr	|SUBEL
bute	but|e		ihr	|VOC
butata	but|ata		ihr	|SUPTR
butpoj	but|poj		ihr	|ABE
butatesh	but|atesh		ihr	|SUPEL
butatyn	but|atyn		ihr	|SUP
butera	but|era		ihr	|TRA
qekyn	qe|kyn		er	|SUB
qetebekh	qe|tebekh		er	|TOP
qekul	qe|kul		er	|TER
qery	qe|ry		er	|INE
qekwesh	qe|kwesh		er	|SUBEL
qja	qj|a		er	|GEN
qa	qa		er	&GEN
qekwa	qe|kwa		er	|SUBTR
qe	qe	//	er	&ABS/&VOC/
qepy	qe|py		er	|ADE
qetje	qe|tje		er	|INS
qeteru	qe|teru		er	|TMP
qy	qy		er	&ERG
qepan	qe|pan		er	|COM
qetal	qe|tal		er	|CAU
qetesh	qe|tesh		er	|SUPEL
qeror	qe|ror		er	|ILL
qepa	qe|pa		er	|PRE
qetor	qe|tor		er	|SUPDI
qeresh	qe|resh		er	|ELA
qepesh	qe|pesh		er	|ABL
qej	qe|j		er	|ERG
qepor	qe|por		er	|ALL
qekur	qe|kur		er	|SUBDI
qetyn	qe|tyn		er	|SUP
qeta	qe|ta		er	|SUPTR
qera	qe|ra		er	|TRA
qepoj	qe|poj		er	|ABE
qekesh	qek|esh	/	sie_(PC)	|ELA/|ABL
qyk	qyk		sie_(PC)	&ERG
qettje	qet|tje		sie_(PC)	|INS
qekkwa	qek|kwa		sie_(PC)	|SUBTR
qekator	qek|ator		sie_(PC)	|SUPDI
qekkul	qek|kul		sie_(PC)	|TER
qekkyn	qek|kyn		sie_(PC)	|SUB
qejk	qe<j>k		sie_(PC)	<>ERG
qekkwesh	qek|kwesh		sie_(PC)	|SUBEL
qettal	qet|tal		sie_(PC)	|CAU
qek	qek	/	sie_(PC)	&ABS/
qekwa	qek|wa		sie_(PC)	|PRE
qekatyn	qek|atyn		sie_(PC)	|SUP
qeppan	qep|pan		sie_(PC)	|COM
qetteru	qet|teru		sie_(PC)	|TMP
qeker	qek|er		sie_(PC)	|INE
qeke	qek|e		sie_(PC)	|VOC
qekatesh	qek|atesh		sie_(PC)	|SUPEL
qeky	qek|y		sie_(PC)	|ADE
qekkur	qek|kur		sie_(PC)	|SUBDI
qeppoj	qep|poj		sie_(PC)	|ABE
qekur	qek|ur		sie_(PC)	|ALL
qekera	qek|era		sie_(PC)	|TRA
qekebekh	qek|ebekh		sie_(PC)	|TOP
qekor	qek|or		sie_(PC)	|ILL
qekata	qek|ata		sie_(PC)	|SUPTR
qekhor	qekh|or		sie_(PL)	|ILL
qethal	qe|thal		sie_(PL)	|CAU
qekh	qekh	/	sie_(PL)	/&ABS
qekhur	qekh|ur		sie_(PL)	|ALL
qekhata	qekh|ata		sie_(PL)	|SUPTR
qekhatyn	qekh|atyn		sie_(PL)	|SUP
qephan	qe|phan		sie_(PL)	|COM
qehkur	qeh|kur		sie_(PL)	|SUBDI
qekhera	qekh|era		sie_(PL)	|TRA
qekhe	qekh|e		sie_(PL)	|VOC
qethje	qe|thje		sie_(PL)	|INS
qekher	qekh|er		sie_(PL)	|INE
qekhebekh	qekh|ebekh		sie_(PL)	|TOP
qehkwa	qeh|kwa		sie_(PL)	|SUBTR
qejkh	qe<j>kh		sie_(PL)	<>ERG
qekhul	qe|khul		sie_(PL)	|TER
qekhatesh	qekh|atesh		sie_(PL)	|SUPEL
qetheru	qe|theru		sie_(PL)	|TMP
qekhesh	qekh|esh	/	sie_(PL)	|ABL/|ELA
qehkwesh	qeh|kwesh		sie_(PL)	|SUBEL
qykh	qykh		sie_(PL)	&ERG
qehkyn	qeh|kyn		sie_(PL)	|SUB
qephoj	qe|phoj		sie_(PL)	|ABE
qekhy	qekh|y		sie_(PL)	|ADE
qekhwa	qekh|wa		sie_(PL)	|PRE
qekhator	qekh|ator		sie_(PL)	|SUPDI
khytkyn	khyt|kyn		du_(III)	|SUB
khytator	khyt|ator		du_(III)	|SUPDI
khytkul	khyt|kul		du_(III)	|TER
khytatesh	khyt|atesh		du_(III)	|SUPEL
khytesh	khyt|esh	/	du_(III)	|ELA/|ABL
khyt	khyt		du_(III)	&ERG
khytkwa	khyt|kwa		du_(III)	|SUBTR
khytatyn	khyt|atyn		du_(III)	|SUP
khyttje	khyt|tje		du_(III)	|INS
khytebekh	khyt|ebekh		du_(III)	|TOP
khytteru	khyt|teru		du_(III)	|TMP
khytwa	khyt|wa		du_(III)	|PRE
khyter	khyt|er		du_(III)	|INE
khytpan	khyt|pan		du_(III)	|COM
khejt	khejt	/	du_(III)	&ABS/
khyttal	khyt|tal		du_(III)	|CAU
khyte	khyt|e		du_(III)	|VOC
khytera	khyt|era		du_(III)	|TRA
khytur	khyt|ur		du_(III)	|ALL
khytor	khyt|or		du_(III)	|ILL
khytata	khyt|ata		du_(III)	|SUPTR
khytkur	khyt|kur		du_(III)	|SUBDI
khytpoj	khyt|poj		du_(III)	|ABE
khyty	khyt|y		du_(III)	|ADE
khyt	kh<y>t		du_(III)	<>ERG
khytkwesh	khyt|kwesh		du_(III)	|SUBEL
khythera	khyth|era		ihr_(III)	|TRA
khythje	khy|thje		ihr_(III)	|INS
khejth	khejth	/	ihr_(III)	&ABS/
khythe	khyth|e		ihr_(III)	|VOC
khyther	khyth|er		ihr_(III)	|INE
khyphan	khy|phan		ihr_(III)	|COM
khythata	khyth|ata		ihr_(III)	|SUPTR
khykhul	khy|khul		ihr_(III)	|TER
khythebekh	khyth|ebekh		ihr_(III)	|TOP
khyhkwesh	khyh|kwesh		ihr_(III)	|SUBEL
khythator	khyth|ator		ihr_(III)	|SUPDI
khythor	khyth|or		ihr_(III)	|ILL
khythur	khyth|ur		ihr_(III)	|ALL
khyth	kh<y>th		ihr_(III)	<>ERG
khythatesh	khyth|atesh		ihr_(III)	|SUPEL
khythesh	khyth|esh	/	ihr_(III)	|ABL/|ELA
khythwa	khyth|wa		ihr_(III)	|PRE
khyhkyn	khyh|kyn		ihr_(III)	|SUB
khyth	khyth		ihr_(III)	&ERG
khytheru	khy|theru		ihr_(III)	|TMP
khyhkur	khyh|kur		ihr_(III)	|SUBDI
khythatyn	khyth|atyn		ihr_(III)	|SUP
khythal	khy|thal		ihr_(III)	|CAU
khyhkwa	khyh|kwa		ihr_(III)	|SUBTR
khyphoj	khy|phoj		ihr_(III)	|ABE
khythy	khyth|y		ihr_(III)	|ADE
khelebekh	khel|ebekh		er_(III)/sie_(III)/es_(III)	|TOP
khyl	khyl		er_(III)/sie_(III)/es_(III)	&ERG
khelderu	khel|deru		er_(III)/sie_(III)/es_(III)	|TMP
kheldje	khel|dje		er_(III)/sie_(III)/es_(III)	|INS
kheler	khel|er		er_(III)/sie_(III)/es_(III)	|INE
khele	khel|e		er_(III)/sie_(III)/es_(III)	|VOC
khelkwa	khel|kwa		er_(III)/sie_(III)/es_(III)	|SUBTR
khejl	khe<j>l		er_(III)/sie_(III)/es_(III)	<>ERG
khelur	khel|ur		er_(III)/sie_(III)/es_(III)	|ALL
khelkyn	khel|kyn		er_(III)/sie_(III)/es_(III)	|SUB
khelesh	khel|esh	/	er_(III)/sie_(III)/es_(III)	|ABL/|ELA
khelgul	khel|gul		er_(III)/sie_(III)/es_(III)	|TER
khelor	khel|or		er_(III)/sie_(III)/es_(III)	|ILL
khelboj	khel|boj		er_(III)/sie_(III)/es_(III)	|ABE
khelatesh	khel|atesh		er_(III)/sie_(III)/es_(III)	|SUPEL
khelatyn	khel|atyn		er_(III)/sie_(III)/es_(III)	|SUP
khel	khel	/	er_(III)/sie_(III)/es_(III)	/&ABS
khelera	khel|era		er_(III)/sie_(III)/es_(III)	|TRA
khelwa	khel|wa		er_(III)/sie_(III)/es_(III)	|PRE
khelator	khel|ator		er_(III)/sie_(III)/es_(III)	|SUPDI
khelkur	khel|kur		er_(III)/sie_(III)/es_(III)	|SUBDI
kheldal	khel|dal		er_(III)/sie_(III)/es_(III)	|CAU
khelban	khel|ban		er_(III)/sie_(III)/es_(III)	|COM
khelkwesh	khel|kwesh		er_(III)/sie_(III)/es_(III)	|SUBEL
khelata	khel|ata		er_(III)/sie_(III)/es_(III)	|SUPTR
khely	khel|y		er_(III)/sie_(III)/es_(III)	|ADE
khekhelatyn	khekhel|atyn		sie_(PC.III)	|SUP
khekhely	khekhel|y		sie_(PC.III)	|ADE
khekhelebekh	khekhel|ebekh		sie_(PC.III)	|TOP
khekhelderu	khekhel|deru		sie_(PC.III)	|TMP
khekhelwa	khekhel|wa		sie_(PC.III)	|PRE
khekhelatesh	khekhel|atesh		sie_(PC.III)	|SUPEL
khekhelera	khekhel|era		sie_(PC.III)	|TRA
khekheldje	khekhel|dje		sie_(PC.III)	|INS
khekhel	khekhel	/	sie_(PC.III)	/&ABS
khekhelur	khekhel|ur		sie_(PC.III)	|ALL
khekhelkyn	khekhel|kyn		sie_(PC.III)	|SUB
khekheldal	khekhel|dal		sie_(PC.III)	|CAU
khekhejl	khekhe<j>l		sie_(PC.III)	<>ERG
khekhelban	khekhel|ban		sie_(PC.III)	|COM
khekhelata	khekhel|ata		sie_(PC.III)	|SUPTR
khekhelkwesh	khekhel|kwesh		sie_(PC.III)	|SUBEL
khekhyl	khekhyl		sie_(PC.III)	&ERG
khekhelkur	khekhel|kur		sie_(PC.III)	|SUBDI
khekhelkwa	khekhel|kwa		sie_(PC.III)	|SUBTR
khekheler	khekhel|er		sie_(PC.III)	|INE
khekhelor	khekhel|or		sie_(PC.III)	|ILL
khekhelgul	khekhel|gul		sie_(PC.III)	|TER
khekhelboj	khekhel|boj		sie_(PC.III)	|ABE
khekhele	khekhel|e		sie_(PC.III)	|VOC
khekhelesh	khekhel|esh	/	sie_(PC.III)	|ABL/|ELA
khekhelator	khekhel|ator		sie_(PC.III)	|SUPDI
khehkwesh	kheh|kwesh		sie_(PL.III)	|SUBEL
khejsh	khe<j>sh		sie_(PL.III)	<>ERG
khysh	khysh		sie_(PL.III)	&ERG
kheshor	khesh|or		sie_(PL.III)	|ILL
khesher	khesh|er		sie_(PL.III)	|INE
khethje	khe|thje		sie_(PL.III)	|INS
khehkwa	kheh|kwa		sie_(PL.III)	|SUBTR
khekhul	khe|khul		sie_(PL.III)	|TER
kheshy	khesh|y		sie_(PL.III)	|ADE
kheshator	khesh|ator		sie_(PL.III)	|SUPDI
kheshera	khesh|era		sie_(PL.III)	|TRA
kheshe	khesh|e		sie_(PL.III)	|VOC
kheshata	khesh|ata		sie_(PL.III)	|SUPTR
kheshatyn	khesh|atyn		sie_(PL.III)	|SUP
khephoj	khe|phoj		sie_(PL.III)	|ABE
kheshesh	khesh|esh	/	sie_(PL.III)	|ELA/|ABL
kheshatesh	khesh|atesh		sie_(PL.III)	|SUPEL
khesh	khesh	/	sie_(PL.III)	/&ABS
kheshwa	khesh|wa		sie_(PL.III)	|PRE
khehkyn	kheh|kyn		sie_(PL.III)	|SUB
khetheru	khe|theru		sie_(PL.III)	|TMP
kheshebekh	khesh|ebekh		sie_(PL.III)	|TOP
kheshur	khesh|ur		sie_(PL.III)	|ALL
khethal	khe|thal		sie_(PL.III)	|CAU
khephan	khe|phan		sie_(PL.III)	|COM
khehkur	kheh|kur		sie_(PL.III)	|SUBDI
hypebekh	hyp|ebekh		es	|TOP
hyptal	hyp|tal		es	|CAU
hyppan	hyp|pan		es	|COM
hypatyn	hyp|atyn		es	|SUP
hypy	hyp|y		es	|ADE
hyptje	hyp|tje		es	|INS
hypor	hyp|or		es	|ILL
hype	hyp|e		es	|VOC
hypesh	hyp|esh	/	es	|ELA/|ABL
hypkwa	hyp|kwa		es	|SUBTR
hypator	hyp|ator		es	|SUPDI
hyper	hyp|er		es	|INE
hypkul	hyp|kul		es	|TER
hypkyn	hyp|kyn		es	|SUB
hypteru	hyp|teru		es	|TMP
hewp	hewp	/	es	&ABS/
hyppoj	hyp|poj		es	|ABE
hypkur	hyp|kur		es	|SUBDI
hypur	hyp|ur		es	|ALL
hypera	hyp|era		es	|TRA
hypatesh	hyp|atesh		es	|SUPEL
hypwa	hyp|wa		es	|PRE
hypata	hyp|ata		es	|SUPTR
hypkwesh	hyp|kwesh		es	|SUBEL
hejp	he<j>p		es	<>ERG
hyp	hyp		es	&ERG
hehypwa	hehyp|wa		sie_(PC.IV)	|PRE
hehypteru	hehyp|teru		sie_(PC.IV)	|TMP
hehypebekh	hehyp|ebekh		sie_(PC.IV)	|TOP
hehyppan	hehyp|pan		sie_(PC.IV)	|COM
hehyp	hehyp		sie_(PC.IV)	&ERG
hehypy	hehyp|y		sie_(PC.IV)	|ADE
hehyptal	hehyp|tal		sie_(PC.IV)	|CAU
hehypkwa	hehyp|kwa		sie_(PC.IV)	|SUBTR
hehypur	hehyp|ur		sie_(PC.IV)	|ALL
hehype	hehyp|e		sie_(PC.IV)	|VOC
hehypor	hehyp|or		sie_(PC.IV)	|ILL
hehyptje	hehyp|tje		sie_(PC.IV)	|INS
hehypkul	hehyp|kul		sie_(PC.IV)	|TER
hehyper	hehyp|er		sie_(PC.IV)	|INE
hehypatyn	hehyp|atyn		sie_(PC.IV)	|SUP
hehypkur	hehyp|kur		sie_(PC.IV)	|SUBDI
hehejp	hehe<j>p		sie_(PC.IV)	<>ERG
hehypesh	hehyp|esh	/	sie_(PC.IV)	|ABL/|ELA
hehewp	hehewp	/	sie_(PC.IV)	/&ABS
hehypkyn	hehyp|kyn		sie_(PC.IV)	|SUB
hehypera	hehyp|era		sie_(PC.IV)	|TRA
hehypatesh	hehyp|atesh		sie_(PC.IV)	|SUPEL
hehypator	hehyp|ator		sie_(PC.IV)	|SUPDI
hehyppoj	hehyp|poj		sie_(PC.IV)	|ABE
hehypata	hehyp|ata		sie_(PC.IV)	|SUPTR
hehypkwesh	hehyp|kwesh		sie_(PC.IV)	|SUBEL
hyphwa	hyph|wa		sie_(PL.IV)	|PRE
hyphebekh	hyph|ebekh		sie_(PL.IV)	|TOP
hyphata	hyph|ata		sie_(PL.IV)	|SUPTR
hyhkwa	hyh|kwa		sie_(PL.IV)	|SUBTR
hyphator	hyph|ator		sie_(PL.IV)	|SUPDI
hejph	he<j>ph		sie_(PL.IV)	<>ERG
hyhkyn	hyh|kyn		sie_(PL.IV)	|SUB
hyphy	hyph|y		sie_(PL.IV)	|ADE
hyphatesh	hyph|atesh		sie_(PL.IV)	|SUPEL
hyphoj	hy|phoj		sie_(PL.IV)	|ABE
hyphesh	hyph|esh	/	sie_(PL.IV)	|ELA/|ABL
hypher	hyph|er		sie_(PL.IV)	|INE
hythal	hy|thal		sie_(PL.IV)	|CAU
hyphe	hyph|e		sie_(PL.IV)	|VOC
hyphor	hyph|or		sie_(PL.IV)	|ILL
hyphur	hyph|ur		sie_(PL.IV)	|ALL
hytheru	hy|theru		sie_(PL.IV)	|TMP
hyhkur	hyh|kur		sie_(PL.IV)	|SUBDI
hyphatyn	hyph|atyn		sie_(PL.IV)	|SUP
hythje	hy|thje		sie_(PL.IV)	|INS
hykhul	hy|khul		sie_(PL.IV)	|TER
hyph	hyph		sie_(PL.IV)	&ERG
hyphan	hy|phan		sie_(PL.IV)	|COM
hewph	hewph	/	sie_(PL.IV)	&ABS/
hyhkwesh	hyh|kwesh		sie_(PL.IV)	|SUBEL
hyphera	hyph|era		sie_(PL.IV)	|TRA
kenpa	ken|pa		was	|PRE
kenresh	ken|resh		was	|ELA
kenpesh	ken|pesh		was	|ABL
kenkyn	ken|kyn		was	|SUB
kenkul	ken|kul		was	|TER
kenta	ken|ta	/	was	|SUPTR/|GEN
kenra	ken|ra		was	|TRA
kenkwa	ken|kwa		was	|SUBTR
ken	ken	/	was	&ABS/
kentje	ken|tje		was	|INS
kentebekh	ken|tebekh		was	|TOP
kentesh	ken|tesh		was	|SUPEL
kenpy	ken|py		was	|ADE
kenpan	ken|pan		was	|COM
kental	ken|tal		was	|CAU
kenteru	ken|teru		was	|TMP
kene	ken|e		was	|VOC
kenror	ken|ror		was	|ILL
kentor	ken|tor		was	|SUPDI
kenkwesh	ken|kwesh		was	|SUBEL
kenry	ken|ry		was	|INE
kenpor	ken|por		was	|ALL
kej	ke|j		was	|ERG
kenkur	ken|kur		was	|SUBDI
kentyn	ken|tyn		was	|SUP
